local,raca_cor,ano,genero,idade,total_desocupacao
Nordeste,Branca,2016,Fem,Total,343158
Nordeste,Branca,2016,Total,14-19,108307
Nordeste,Branca,2016,Total,20-29,312745
Nordeste,Branca,2016,Total,30-39,149362
Nordeste,Branca,2016,Total,40-49,74203
Nordeste,Branca,2016,Total,50-59,41440
Nordeste,Branca,2016,Total,60-65,6485
Nordeste,Branca,2016,Total,66+,795
Nordeste,Branca,2016,Total,Total,693333
Nordeste,Branca,2017,Masc,14-19,57989
Nordeste,Branca,2017,Masc,20-29,149342
Nordeste,Branca,2017,Masc,30-39,81982
Nordeste,Branca,2017,Masc,40-49,46477
Nordeste,Branca,2017,Masc,50-59,23528
Nordeste,Branca,2017,Masc,60-65,11557
Nordeste,Branca,2017,Masc,66+,2087
Nordeste,Branca,2017,Masc,Total,372967
Nordeste,Branca,2017,Fem,14-19,49953
Nordeste,Branca,2017,Fem,20-29,167839
Nordeste,Branca,2017,Fem,30-39,96762
Nordeste,Branca,2017,Fem,40-49,45193
Nordeste,Branca,2017,Fem,50-59,15942
Nordeste,Branca,2017,Fem,60-65,2804
Nordeste,Branca,2017,Fem,66+,0
Nordeste,Branca,2017,Fem,Total,378490
Nordeste,Branca,2017,Total,14-19,107943
Nordeste,Branca,2017,Total,20-29,317182
Nordeste,Branca,2017,Total,30-39,178743
Nordeste,Branca,2017,Total,40-49,91670
Nordeste,Branca,2017,Total,50-59,39471
Nordeste,Branca,2017,Total,60-65,14361
Nordeste,Branca,2017,Total,66+,2087
Nordeste,Branca,2017,Total,Total,751458
Nordeste,Branca,2018,Masc,14-19,62918
Nordeste,Branca,2018,Masc,20-29,146811
Nordeste,Branca,2018,Masc,30-39,70489
Nordeste,Branca,2018,Masc,40-49,41425
Nordeste,Branca,2018,Masc,50-59,19417
Nordeste,Branca,2018,Masc,60-65,6317
Nordeste,Branca,2018,Masc,66+,2638
Nordeste,Branca,2018,Masc,Total,350016
Nordeste,Branca,2018,Fem,14-19,49468
Nordeste,Branca,2018,Fem,20-29,147614
Nordeste,Branca,2018,Fem,30-39,96221
Nordeste,Branca,2018,Fem,40-49,42232
Nordeste,Branca,2018,Fem,50-59,20935
Nordeste,Branca,2018,Fem,60-65,1899
Nordeste,Branca,2018,Fem,66+,2137
Nordeste,Branca,2018,Fem,Total,360504
Nordeste,Branca,2018,Total,14-19,112386
Nordeste,Branca,2018,Total,20-29,294424
Nordeste,Branca,2018,Total,30-39,166709
Nordeste,Branca,2018,Total,40-49,83654
Nordeste,Branca,2018,Total,50-59,40353
Nordeste,Branca,2018,Total,60-65,8215
Nordeste,Branca,2018,Total,66+,4775
Nordeste,Branca,2018,Total,Total,710521
Nordeste,Branca,2019,Masc,14-19,67786
Nordeste,Branca,2019,Masc,20-29,125825
Nordeste,Branca,2019,Masc,30-39,65021
Nordeste,Branca,2019,Masc,40-49,48057
Nordeste,Branca,2019,Masc,50-59,43584
Nordeste,Branca,2019,Masc,60-65,6565
Nordeste,Branca,2019,Masc,66+,3259
Nordeste,Branca,2019,Masc,Total,360100
Nordeste,Branca,2019,Fem,14-19,58607
Nordeste,Branca,2019,Fem,20-29,141091
Nordeste,Branca,2019,Fem,30-39,71447
Nordeste,Branca,2019,Fem,40-49,56132
Nordeste,Branca,2019,Fem,50-59,16661
Nordeste,Branca,2019,Fem,60-65,5060
Nordeste,Branca,2019,Fem,66+,887
Nordeste,Branca,2019,Fem,Total,349884
Nordeste,Branca,2019,Total,14-19,126393
Nordeste,Branca,2019,Total,20-29,266915
Nordeste,Branca,2019,Total,30-39,136467
Nordeste,Branca,2019,Total,40-49,104190
Nordeste,Branca,2019,Total,50-59,60246
Nordeste,Branca,2019,Total,60-65,11626
Nordeste,Branca,2019,Total,66+,4145
Nordeste,Branca,2019,Total,Total,709983
Nordeste,Branca,2020,Masc,14-19,57265
Nordeste,Branca,2020,Masc,20-29,145521
Nordeste,Branca,2020,Masc,30-39,69026
Nordeste,Branca,2020,Masc,40-49,59101
Nordeste,Branca,2020,Masc,50-59,39604
Nordeste,Branca,2020,Masc,60-65,9390
Nordeste,Branca,2020,Masc,66+,1659
Nordeste,Branca,2020,Masc,Total,381566
Nordeste,Branca,2020,Fem,14-19,46492
Nordeste,Branca,2020,Fem,20-29,149429
Nordeste,Branca,2020,Fem,30-39,82126
Nordeste,Branca,2020,Fem,40-49,62912
Nordeste,Branca,2020,Fem,50-59,22108
Nordeste,Branca,2020,Fem,60-65,3061
Nordeste,Branca,2020,Fem,66+,975
Nordeste,Branca,2020,Fem,Total,367104
Nordeste,Branca,2020,Total,20-29,294951
Nordeste,Branca,2020,Total,30-39,151153
Nordeste,Branca,2020,Total,40-49,122014
Nordeste,Branca,2020,Total,50-59,61715
Nordeste,Branca,2020,Total,60-65,12450
Nordeste,Branca,2020,Total,66+,2634
Nordeste,Branca,2020,Total,Total,748672
Nordeste,Branca,2020,Total,14-19,2013
Nordeste,Branca,2021,Masc,20-29,154909
Nordeste,Branca,2021,Masc,30-39,86051
Nordeste,Branca,2021,Masc,40-49,56616
Nordeste,Branca,2021,Masc,50-59,36691
Nordeste,Branca,2021,Masc,60-65,14576
Nordeste,Branca,2021,Masc,66+,3020
Nordeste,Branca,2021,Masc,Total,410745
Nordeste,Branca,2021,Masc,14-19,1547
Nordeste,Branca,2021,Fem,20-29,188377
Nordeste,Branca,2021,Fem,30-39,117625
Nordeste,Branca,2021,Fem,40-49,67530
Nordeste,Branca,2021,Fem,50-59,24190
Nordeste,Branca,2021,Fem,60-65,801
Nordeste,Branca,2021,Fem,66+,0
Nordeste,Branca,2021,Fem,Total,461557
Nordeste,Branca,2021,Fem,14-19,4263
Nordeste,Branca,2021,Total,20-29,343286
Nordeste,Branca,2021,Total,30-39,203677
Nordeste,Branca,2021,Total,40-49,124145
Nordeste,Branca,2021,Total,50-59,60880
Nordeste,Branca,2021,Total,60-65,15377
Nordeste,Branca,2021,Total,66+,3020
Nordeste,Branca,2021,Total,Total,872302
Nordeste,Branca,2021,Total,14-19,5808
Nordeste,Branca,2022,Masc,20-29,126621
Nordeste,Branca,2022,Masc,30-39,75216
Nordeste,Branca,2022,Masc,40-49,57888
Nordeste,Branca,2022,Masc,50-59,25661
Nordeste,Branca,2022,Masc,60-65,10083
Nordeste,Branca,2022,Masc,66+,3127
Nordeste,Branca,2022,Masc,Total,354899
Nordeste,Branca,2022,Fem,14-19,53975
Nordeste,Branca,2022,Fem,20-29,124603
Nordeste,Branca,2022,Fem,30-39,84378
Nordeste,Branca,2022,Fem,40-49,57268
Nordeste,Branca,2022,Fem,50-59,20253
Nordeste,Branca,2022,Fem,60-65,10142
Nordeste,Branca,2022,Fem,66+,558
Nordeste,Branca,2022,Fem,Total,351177
Nordeste,Branca,2022,Total,14-19,110284
Nordeste,Branca,2022,Total,20-29,251223
Nordeste,Branca,2022,Total,30-39,159595
Nordeste,Branca,2022,Total,40-49,115156
Nordeste,Branca,2022,Total,50-59,45910
Nordeste,Branca,2022,Total,60-65,20227
Nordeste,Branca,2022,Total,66+,3685
Nordeste,Branca,2022,Total,Total,706079
Nordeste,Ignorado,2012,Masc,14-19,2076
Nordeste,Ignorado,2012,Masc,20-29,1112
Nordeste,Ignorado,2012,Masc,30-39,384
Nordeste,Ignorado,2012,Masc,40-49,813
Nordeste,Ignorado,2012,Masc,50-59,274
Nordeste,Ignorado,2012,Masc,60-65,0
Nordeste,Ignorado,2012,Masc,66+,0
Nordeste,Ignorado,2012,Masc,Total,4659
Nordeste,Ignorado,2012,Fem,14-19,233
Nordeste,Ignorado,2012,Fem,20-29,1698
Nordeste,Ignorado,2012,Fem,30-39,1709
Nordeste,Ignorado,2012,Fem,40-49,263
Nordeste,Ignorado,2012,Fem,50-59,0
Nordeste,Ignorado,2012,Fem,60-65,0
Nordeste,Ignorado,2012,Fem,66+,0
Nordeste,Ignorado,2012,Fem,Total,3903
Nordeste,Ignorado,2012,Total,14-19,2309
Nordeste,Ignorado,2012,Total,20-29,2810
Nordeste,Ignorado,2012,Total,30-39,2092
Nordeste,Ignorado,2012,Total,40-49,1076
Nordeste,Ignorado,2012,Total,50-59,274
Nordeste,Ignorado,2012,Total,60-65,0
Nordeste,Ignorado,2012,Total,66+,0
Nordeste,Ignorado,2012,Total,Total,8562
Nordeste,Ignorado,2013,Masc,14-19,958
Nordeste,Ignorado,2013,Masc,20-29,3598
Nordeste,Ignorado,2013,Masc,30-39,0
Nordeste,Ignorado,2013,Masc,40-49,0
Nordeste,Ignorado,2013,Masc,50-59,0
Nordeste,Ignorado,2013,Masc,60-65,0
Nordeste,Ignorado,2013,Masc,66+,233
Nordeste,Ignorado,2013,Masc,Total,4789
Nordeste,Ignorado,2013,Fem,14-19,254
Nordeste,Ignorado,2013,Fem,20-29,1753
Nordeste,Ignorado,2013,Fem,30-39,1595
Nordeste,Ignorado,2013,Fem,40-49,312
Nordeste,Ignorado,2013,Fem,50-59,193
Nordeste,Ignorado,2013,Fem,60-65,0
Nordeste,Ignorado,2013,Fem,66+,0
Nordeste,Ignorado,2013,Fem,Total,4104
Nordeste,Ignorado,2013,Total,14-19,1212
Nordeste,Ignorado,2013,Total,20-29,5350
Nordeste,Ignorado,2013,Total,30-39,1595
Nordeste,Ignorado,2013,Total,40-49,312
Nordeste,Ignorado,2013,Total,50-59,193
Nordeste,Ignorado,2013,Total,60-65,0
Nordeste,Ignorado,2013,Total,66+,233
Nordeste,Ignorado,2013,Total,Total,8894
Nordeste,Ignorado,2014,Masc,14-19,616
Nordeste,Ignorado,2014,Masc,20-29,2686
Nordeste,Ignorado,2014,Masc,30-39,426
Nordeste,Ignorado,2014,Masc,40-49,191
Nordeste,Ignorado,2014,Masc,50-59,776
Nordeste,Ignorado,2014,Masc,60-65,0
Nordeste,Ignorado,2014,Masc,66+,0
Nordeste,Ignorado,2014,Masc,Total,4695
Nordeste,Ignorado,2014,Fem,14-19,3827
Nordeste,Ignorado,2014,Fem,20-29,600
Nordeste,Ignorado,2014,Fem,30-39,107
Nordeste,Ignorado,2014,Fem,40-49,0
Nordeste,Ignorado,2014,Fem,50-59,368
Nordeste,Ignorado,2014,Fem,60-65,0
Nordeste,Ignorado,2014,Fem,66+,0
Nordeste,Ignorado,2014,Fem,Total,4902
Nordeste,Ignorado,2014,Total,14-19,4443
Nordeste,Ignorado,2014,Total,20-29,3286
Nordeste,Ignorado,2014,Total,30-39,533
Nordeste,Ignorado,2014,Total,40-49,191
Nordeste,Ignorado,2014,Total,50-59,1144
Nordeste,Ignorado,2014,Total,60-65,0
Nordeste,Ignorado,2014,Total,66+,0
Nordeste,Ignorado,2014,Total,Total,9598
Nordeste,Ignorado,2015,Masc,14-19,0
Nordeste,Ignorado,2015,Masc,20-29,3190
Nordeste,Ignorado,2015,Masc,30-39,614
Nordeste,Ignorado,2015,Masc,40-49,938
Nordeste,Ignorado,2015,Masc,50-59,313
Nordeste,Ignorado,2015,Masc,60-65,988
Nordeste,Ignorado,2015,Masc,66+,0
Nordeste,Ignorado,2015,Masc,Total,6043
Nordeste,Ignorado,2015,Fem,14-19,1699
Nordeste,Ignorado,2015,Fem,20-29,2252
Nordeste,Ignorado,2015,Fem,30-39,872
Nordeste,Ignorado,2015,Fem,40-49,1150
Nordeste,Ignorado,2015,Fem,50-59,0
Nordeste,Ignorado,2015,Fem,60-65,0
Nordeste,Ignorado,2015,Fem,66+,0
Nordeste,Ignorado,2015,Fem,Total,5975
Nordeste,Ignorado,2015,Total,14-19,1699
Nordeste,Ignorado,2015,Total,20-29,5444
Nordeste,Ignorado,2015,Total,30-39,1486
Nordeste,Ignorado,2015,Total,40-49,2087
Nordeste,Ignorado,2015,Total,50-59,313
Nordeste,Ignorado,2015,Total,60-65,988
Nordeste,Ignorado,2015,Total,66+,0
Nordeste,Ignorado,2015,Total,Total,12019
Nordeste,Ignorado,2016,Masc,14-19,813
Nordeste,Ignorado,2016,Masc,20-29,2368
Nordeste,Ignorado,2016,Masc,30-39,835
Nordeste,Ignorado,2016,Masc,40-49,115
Nordeste,Ignorado,2016,Masc,50-59,0
Nordeste,Ignorado,2016,Masc,60-65,0
Nordeste,Ignorado,2016,Masc,66+,0
Nordeste,Ignorado,2016,Masc,Total,4132
Nordeste,Ignorado,2016,Fem,14-19,4676
Nordeste,Ignorado,2016,Fem,20-29,2754
Nordeste,Ignorado,2016,Fem,30-39,2533
Nordeste,Ignorado,2016,Fem,40-49,2342
Nordeste,Ignorado,2016,Fem,50-59,0
Nordeste,Ignorado,2016,Fem,60-65,0
Nordeste,Ignorado,2016,Fem,66+,0
Nordeste,Ignorado,2016,Fem,Total,12305
Nordeste,Ignorado,2016,Total,14-19,5489
Nordeste,Ignorado,2016,Total,20-29,5124
Nordeste,Ignorado,2016,Total,30-39,3368
Nordeste,Ignorado,2016,Total,40-49,2457
Nordeste,Ignorado,2016,Total,50-59,0
Nordeste,Ignorado,2016,Total,60-65,0
Nordeste,Ignorado,2016,Total,66+,0
Nordeste,Ignorado,2016,Total,Total,16439
Nordeste,Ignorado,2017,Masc,14-19,1192
Nordeste,Ignorado,2017,Masc,20-29,2912
Nordeste,Ignorado,2017,Masc,30-39,4083
Nordeste,Ignorado,2017,Masc,40-49,276
Nordeste,Ignorado,2017,Masc,50-59,73
Nordeste,Ignorado,2017,Masc,60-65,0
Nordeste,Ignorado,2017,Masc,66+,0
Nordeste,Ignorado,2017,Masc,Total,8535
Nordeste,Ignorado,2017,Fem,14-19,1900
Nordeste,Ignorado,2017,Fem,20-29,9481
Nordeste,Ignorado,2017,Fem,30-39,4040
Nordeste,Ignorado,2017,Fem,40-49,2668
Nordeste,Ignorado,2017,Fem,50-59,567
Nordeste,Ignorado,2017,Fem,60-65,0
Nordeste,Ignorado,2017,Fem,66+,0
Nordeste,Ignorado,2017,Fem,Total,18657
Nordeste,Ignorado,2017,Total,14-19,3092
Nordeste,Ignorado,2017,Total,20-29,12394
Nordeste,Ignorado,2017,Total,30-39,8122
Nordeste,Ignorado,2017,Total,40-49,2943
Nordeste,Ignorado,2017,Total,50-59,640
Nordeste,Ignorado,2017,Total,60-65,0
Nordeste,Ignorado,2017,Total,66+,0
Nordeste,Ignorado,2017,Total,Total,27193
Nordeste,Ignorado,2018,Masc,14-19,2235
Nordeste,Ignorado,2018,Masc,20-29,8549
Nordeste,Ignorado,2018,Masc,30-39,3857
Nordeste,Ignorado,2018,Masc,40-49,3003
Nordeste,Ignorado,2018,Masc,50-59,2761
Nordeste,Ignorado,2018,Masc,60-65,113
Nordeste,Ignorado,2018,Masc,66+,147
Nordeste,Ignorado,2018,Masc,Total,20664
Nordeste,Ignorado,2018,Fem,14-19,3442
Nordeste,Ignorado,2018,Fem,20-29,6238
Nordeste,Ignorado,2018,Fem,30-39,4305
Nordeste,Ignorado,2018,Fem,40-49,2317
Nordeste,Ignorado,2018,Fem,50-59,98
Nordeste,Ignorado,2018,Fem,60-65,2406
Nordeste,Ignorado,2018,Fem,66+,0
Nordeste,Ignorado,2018,Fem,Total,18807
Nordeste,Ignorado,2018,Total,14-19,5677
Nordeste,Ignorado,2018,Total,20-29,14787
Nordeste,Ignorado,2018,Total,30-39,8164
Nordeste,Ignorado,2018,Total,40-49,5319
Nordeste,Ignorado,2018,Total,50-59,2859
Nordeste,Ignorado,2018,Total,60-65,2519
Nordeste,Ignorado,2018,Total,66+,147
Nordeste,Ignorado,2018,Total,Total,39473
Nordeste,Ignorado,2019,Masc,14-19,1313
Nordeste,Ignorado,2019,Masc,20-29,3394
Nordeste,Ignorado,2019,Masc,30-39,2169
Nordeste,Ignorado,2019,Masc,40-49,1050
Nordeste,Ignorado,2019,Masc,50-59,1346
Nordeste,Ignorado,2019,Masc,60-65,0
Nordeste,Ignorado,2019,Masc,66+,0
Nordeste,Ignorado,2019,Masc,Total,9273
Nordeste,Ignorado,2019,Fem,14-19,3294
Nordeste,Ignorado,2019,Fem,20-29,8918
Nordeste,Ignorado,2019,Fem,30-39,9842
Nordeste,Ignorado,2019,Fem,40-49,1160
Nordeste,Ignorado,2019,Fem,50-59,775
Nordeste,Ignorado,2019,Fem,60-65,522
Nordeste,Ignorado,2019,Fem,66+,0
Nordeste,Ignorado,2019,Fem,Total,24510
Nordeste,Ignorado,2019,Total,14-19,4607
Nordeste,Ignorado,2019,Total,20-29,12311
Nordeste,Ignorado,2019,Total,30-39,12011
Nordeste,Ignorado,2019,Total,40-49,2210
Nordeste,Ignorado,2019,Total,50-59,2121
Nordeste,Ignorado,2019,Total,60-65,522
Nordeste,Ignorado,2019,Total,66+,0
Nordeste,Ignorado,2019,Total,Total,33785
Nordeste,Ignorado,2020,Masc,14-19,1367
Nordeste,Ignorado,2020,Masc,20-29,1858
Nordeste,Ignorado,2020,Masc,30-39,1654
Nordeste,Ignorado,2020,Masc,40-49,4753
Nordeste,Ignorado,2020,Masc,50-59,2577
Nordeste,Ignorado,2020,Masc,60-65,0
Nordeste,Ignorado,2020,Masc,66+,0
Nordeste,Ignorado,2020,Masc,Total,12209
Nordeste,Ignorado,2020,Fem,14-19,646
Nordeste,Ignorado,2020,Fem,20-29,6021
Nordeste,Ignorado,2020,Fem,30-39,1669
Nordeste,Ignorado,2020,Fem,40-49,3890
Nordeste,Ignorado,2020,Fem,50-59,272
Nordeste,Ignorado,2020,Fem,60-65,3204
Nordeste,Ignorado,2020,Fem,Total,15702
Nordeste,Ignorado,2020,Fem,14-19,163603
Nordeste,Ignorado,2020,Total,20-29,7879
Nordeste,Ignorado,2020,Total,30-39,3321
Nordeste,Ignorado,2020,Total,40-49,8644
Nordeste,Ignorado,2020,Total,50-59,2849
Nordeste,Ignorado,2020,Total,60-65,3204
Nordeste,Ignorado,2020,Total,66+,0
Nordeste,Ignorado,2020,Total,Total,27911
Nordeste,Ignorado,2020,Total,14-19,353637
Nordeste,Ignorado,2021,Masc,20-29,3615
Nordeste,Ignorado,2021,Masc,30-39,2641
Nordeste,Ignorado,2021,Masc,40-49,644
Nordeste,Ignorado,2021,Masc,50-59,135
Nordeste,Ignorado,2021,Masc,60-65,0
Nordeste,Ignorado,2021,Masc,66+,0
Nordeste,Ignorado,2021,Masc,Total,8580
Nordeste,Ignorado,2021,Masc,14-19,212027
Nordeste,Ignorado,2021,Fem,20-29,4825
Nordeste,Ignorado,2021,Fem,30-39,1511
Nordeste,Ignorado,2021,Fem,40-49,3475
Nordeste,Ignorado,2021,Fem,50-59,679
Nordeste,Ignorado,2021,Fem,60-65,0
Nordeste,Ignorado,2021,Fem,66+,0
Nordeste,Ignorado,2021,Fem,Total,14753
Nordeste,Ignorado,2021,Fem,14-19,186080
Nordeste,Ignorado,2021,Total,20-29,8439
Nordeste,Ignorado,2021,Total,30-39,4153
Nordeste,Ignorado,2021,Total,40-49,4119
Nordeste,Ignorado,2021,Total,50-59,814
Nordeste,Ignorado,2021,Total,60-65,0
Nordeste,Ignorado,2021,Total,66+,0
Nordeste,Ignorado,2021,Total,Total,23334
Nordeste,Ignorado,2021,Total,14-19,398106
Nordeste,Ignorado,2022,Masc,14-19,353
Nordeste,Ignorado,2022,Masc,20-29,7006
Nordeste,Ignorado,2022,Masc,30-39,3511
Nordeste,Ignorado,2022,Masc,40-49,4180
Nordeste,Ignorado,2022,Masc,50-59,724
Nordeste,Ignorado,2022,Masc,60-65,194
Nordeste,Ignorado,2022,Masc,66+,0
Nordeste,Ignorado,2022,Masc,Total,15970
Nordeste,Ignorado,2022,Fem,14-19,4167
Nordeste,Ignorado,2022,Fem,20-29,9586
Nordeste,Ignorado,2022,Fem,30-39,6437
Nordeste,Ignorado,2022,Fem,40-49,4546
Nordeste,Ignorado,2022,Fem,50-59,2516
Nordeste,Ignorado,2022,Fem,60-65,0
Nordeste,Ignorado,2022,Fem,66+,157
Nordeste,Ignorado,2022,Fem,Total,27409
Nordeste,Ignorado,2022,Total,14-19,4521
Nordeste,Ignorado,2022,Total,20-29,16592
Nordeste,Ignorado,2022,Total,30-39,9948
Nordeste,Ignorado,2022,Total,40-49,8726
Nordeste,Ignorado,2022,Total,50-59,3240
Nordeste,Ignorado,2022,Total,60-65,194
Nordeste,Ignorado,2022,Total,66+,157
Nordeste,Ignorado,2022,Total,Total,43380
Nordeste,Parda,2012,Masc,14-19,152486
Nordeste,Parda,2012,Masc,20-29,305830
Nordeste,Parda,2012,Masc,30-39,136990
Nordeste,Parda,2012,Masc,40-49,90702
Nordeste,Parda,2012,Masc,50-59,48337
Nordeste,Parda,2012,Masc,60-65,9001
Nordeste,Parda,2012,Masc,66+,1757
Nordeste,Parda,2012,Masc,Total,745103
Nordeste,Parda,2012,Fem,14-19,136078
Nordeste,Parda,2012,Fem,20-29,333143
Nordeste,Parda,2012,Fem,30-39,169836
Nordeste,Parda,2012,Fem,40-49,77938
Nordeste,Parda,2012,Fem,50-59,21717
Nordeste,Parda,2012,Fem,60-65,962
Nordeste,Parda,2012,Fem,66+,171
Nordeste,Parda,2012,Fem,Total,739845
Nordeste,Parda,2012,Total,14-19,288564
Nordeste,Parda,2012,Total,20-29,638971
Nordeste,Parda,2012,Total,30-39,306825
Nordeste,Parda,2012,Total,40-49,168641
Nordeste,Parda,2012,Total,50-59,70053
Nordeste,Parda,2012,Total,60-65,9963
Nordeste,Parda,2012,Total,66+,1928
Nordeste,Parda,2012,Total,Total,1484947
Nordeste,Parda,2013,Masc,14-19,145188
Nordeste,Parda,2013,Masc,20-29,321735
Nordeste,Parda,2013,Masc,30-39,155439
Nordeste,Parda,2013,Masc,40-49,87074
Nordeste,Parda,2013,Masc,50-59,44547
Nordeste,Parda,2013,Masc,60-65,9270
Nordeste,Parda,2013,Masc,66+,1896
Nordeste,Parda,2013,Masc,Total,765147
Nordeste,Parda,2013,Fem,14-19,139211
Nordeste,Parda,2013,Fem,20-29,331821
Nordeste,Parda,2013,Fem,30-39,169451
Nordeste,Parda,2013,Fem,40-49,79933
Nordeste,Parda,2013,Fem,50-59,28379
Nordeste,Parda,2013,Fem,60-65,3273
Nordeste,Parda,2013,Fem,66+,429
Nordeste,Parda,2013,Fem,Total,752495
Nordeste,Parda,2013,Total,14-19,284397
Nordeste,Parda,2013,Total,20-29,653555
Nordeste,Parda,2013,Total,30-39,324888
Nordeste,Parda,2013,Total,40-49,167007
Nordeste,Parda,2013,Total,50-59,72925
Nordeste,Parda,2013,Total,60-65,12543
Nordeste,Parda,2013,Total,66+,2324
Nordeste,Parda,2013,Total,Total,1517642
Nordeste,Parda,2014,Masc,14-19,120406
Nordeste,Parda,2014,Masc,20-29,257201
Nordeste,Parda,2014,Masc,30-39,146589
Nordeste,Parda,2014,Masc,40-49,71521
Nordeste,Parda,2014,Masc,50-59,46708
Nordeste,Parda,2014,Masc,60-65,8019
Nordeste,Parda,2014,Masc,66+,883
Nordeste,Parda,2014,Masc,Total,651328
Nordeste,Parda,2014,Fem,14-19,124085
Nordeste,Parda,2014,Fem,20-29,305017
Nordeste,Parda,2014,Fem,30-39,162032
Nordeste,Parda,2014,Fem,40-49,75692
Nordeste,Parda,2014,Fem,50-59,28051
Nordeste,Parda,2014,Fem,60-65,3028
Nordeste,Parda,2014,Fem,66+,1975
Nordeste,Parda,2014,Fem,Total,699878
Nordeste,Parda,2014,Total,14-19,244490
Nordeste,Parda,2014,Total,20-29,562216
Nordeste,Parda,2014,Total,30-39,308620
Nordeste,Parda,2014,Total,40-49,147212
Nordeste,Parda,2014,Total,50-59,74759
Nordeste,Parda,2014,Total,60-65,11047
Nordeste,Parda,2014,Total,66+,2859
Nordeste,Parda,2014,Total,Total,1351205
Nordeste,Parda,2015,Masc,14-19,160802
Nordeste,Parda,2015,Masc,20-29,343517
Nordeste,Parda,2015,Masc,30-39,179477
Nordeste,Parda,2015,Masc,40-49,87026
Nordeste,Parda,2015,Masc,50-59,73604
Nordeste,Parda,2015,Masc,60-65,8705
Nordeste,Parda,2015,Masc,66+,3410
Nordeste,Parda,2015,Masc,Total,856544
Nordeste,Parda,2015,Fem,14-19,155999
Nordeste,Parda,2015,Fem,20-29,332722
Nordeste,Parda,2015,Fem,30-39,201340
Nordeste,Parda,2015,Fem,40-49,102607
Nordeste,Parda,2015,Fem,50-59,28936
Nordeste,Parda,2015,Fem,60-65,3358
Nordeste,Parda,2015,Fem,66+,1311
Nordeste,Parda,2015,Fem,Total,826271
Nordeste,Parda,2015,Total,14-19,316803
Nordeste,Parda,2015,Total,20-29,676239
Nordeste,Parda,2015,Total,30-39,380819
Nordeste,Parda,2015,Total,40-49,189635
Nordeste,Parda,2015,Total,50-59,102538
Nordeste,Parda,2015,Total,60-65,12063
Nordeste,Parda,2015,Total,66+,4720
Nordeste,Parda,2015,Total,Total,1682813
Nordeste,Parda,2016,Masc,14-19,221411
Nordeste,Parda,2016,Masc,20-29,452663
Nordeste,Parda,2016,Masc,30-39,257082
Nordeste,Parda,2016,Masc,40-49,144287
Nordeste,Parda,2016,Masc,50-59,91415
Nordeste,Parda,2016,Masc,60-65,16535
Nordeste,Parda,2016,Masc,66+,6683
Nordeste,Parda,2016,Masc,Total,1190078
Nordeste,Parda,2016,Fem,14-19,212405
Nordeste,Parda,2016,Fem,20-29,408554
Nordeste,Parda,2016,Fem,30-39,258192
Nordeste,Parda,2016,Fem,40-49,132022
Nordeste,Parda,2016,Fem,50-59,32491
Nordeste,Parda,2016,Fem,60-65,2923
Nordeste,Parda,2016,Fem,66+,1284
Nordeste,Parda,2016,Fem,Total,1047871
Nordeste,Parda,2016,Total,14-19,433815
Nordeste,Parda,2016,Total,20-29,861217
Nordeste,Parda,2016,Total,30-39,515275
Nordeste,Parda,2016,Total,40-49,276309
Nordeste,Parda,2016,Total,50-59,123906
Nordeste,Parda,2016,Total,60-65,19457
Nordeste,Parda,2016,Total,66+,7967
Nordeste,Parda,2016,Total,Total,2237950
Nordeste,Parda,2017,Masc,14-19,210763
Nordeste,Parda,2017,Masc,20-29,476666
Nordeste,Parda,2017,Masc,30-39,275377
Nordeste,Parda,2017,Masc,40-49,179081
Nordeste,Parda,2017,Masc,50-59,92139
Nordeste,Parda,2017,Masc,60-65,14385
Nordeste,Parda,2017,Masc,66+,6122
Nordeste,Parda,2017,Masc,Total,1254533
Nordeste,Parda,2017,Fem,14-19,174582
Nordeste,Parda,2017,Fem,20-29,449622
Nordeste,Parda,2017,Fem,30-39,302840
Nordeste,Parda,2017,Fem,40-49,142072
Nordeste,Parda,2017,Fem,50-59,44940
Nordeste,Parda,2017,Fem,60-65,7377
Nordeste,Parda,2017,Fem,66+,1547
Nordeste,Parda,2017,Fem,Total,1122983
Nordeste,Parda,2017,Total,14-19,385345
Nordeste,Parda,2017,Total,20-29,926287
Nordeste,Parda,2017,Total,30-39,578217
Nordeste,Parda,2017,Total,40-49,321155
Nordeste,Parda,2017,Total,50-59,137080
Nordeste,Parda,2017,Total,60-65,21760
Nordeste,Parda,2017,Total,66+,7669
Nordeste,Parda,2017,Total,Total,2377515
Nordeste,Parda,2018,Masc,14-19,211313
Nordeste,Parda,2018,Masc,20-29,500923
Nordeste,Parda,2018,Masc,30-39,266128
Nordeste,Parda,2018,Masc,40-49,163283
Nordeste,Parda,2018,Masc,50-59,97283
Nordeste,Parda,2018,Masc,60-65,15360
Nordeste,Parda,2018,Masc,66+,8989
Nordeste,Parda,2018,Masc,Total,1263280
Nordeste,Parda,2018,Fem,14-19,181742
Nordeste,Parda,2018,Fem,20-29,451525
Nordeste,Parda,2018,Fem,30-39,266212
Nordeste,Parda,2018,Fem,40-49,140183
Nordeste,Parda,2018,Fem,50-59,45855
Nordeste,Parda,2018,Fem,60-65,4251
Nordeste,Parda,2018,Fem,66+,2039
Nordeste,Parda,2018,Fem,Total,1091803
Nordeste,Parda,2018,Total,14-19,393054
Nordeste,Parda,2018,Total,20-29,952448
Nordeste,Parda,2018,Total,30-39,532339
